preprocessed_송출내용,label
기간 휘경동 세븐 방 이용자 오늘 후시 동대문 구청 보건소 검사 실시 오니 증상 없다 방문 시어 검사 받다 바라다,4
신도림 콜센터 직원 가족 명 추가 확진 번 구로동 번 신도림동 확 진자 대한 상세 정보 역학 조사 종료 후 공개 예정 참고 바라다,0
금천구 직장 확 진자 접촉 자가 격리 확진 판명 강서구 번 병원 이송 거주지 방역 완료 접촉 없다 홈페이지 블로그 참조 바라다,7
코로나 구민 확 진자 확 진자 딸 발생 자세하다 사항 구청 홈페이지 확인 바라다,4
관내 번 구로동 번 신도림동 확 진자 동선 공개 구로 구청 블로그 홈페이지 참고 바라다,4
금일 코로나 확 진자 명신 확 진자 가족 추가 발생 방역 소독 완료 자가 격리 확진 격리 병원 이송 멈추다 거리 두기 동참 부탁 하다,7
지역 확 진자 부천 강서구 양천구 내 동선 안내 상세 내용 양천구청 블로그 확인 바라다,0
코로나 확 진자 명 계동 추가 발생 역학 조사 진행중 자세하다 사항 추후 용산구 홈페이지 블로그 참고 바라다,5
관내 번 구로동 번 구로동 확 진자 발생 이동 동선 상세 정보 역학 조사 후 구로 구청 홈페이지 블로그 공개 되다,4
금일 코로나 확 진자 명신 확 진자 가족 딸 추가 발생 자가 격리 확진 격리 병원 이송 멈추다 거리 두기 동참 바라다,7
금일 코로나 추가 확 진자 명천 연동 자지 발생 역학 조사 중 동선 추후 서대문구 홈페이지 확인 멈추다 거리 두기 동참 바라다,4
영등포구 직장 확 진자 접촉 자가 격리 중 확진 판명 강서구 번 방역 완료 블로그 참조 바라다,7
금일 번 낙성대동 번 행운동 번 회사 동료 확 진자 발생 동선 추후 홈페이지 공개 예정 사회 거리 두기 캠페인 동참 바라다,4
어제 휘경동 세븐 방 이용자 명 검사 결과 음성 명 양성 판정 연락 안되다 명 대해 서도 유관 기관 협조 검사 예정 이다,6
어제 세븐 방 전수 검사 결과 번 추가 확 진자 발생 휘경동 남 휘경동 남 입원 완료 소독 진행중 상세 동선 홈페이지 참고 바라다,4
관내 번 확 진자 구로동 동선 공개 자세하다 정보 구로 구청 블로그 홈페이지 참고 바라다,4
경 헤라 방구 로동 이용자 증상 의심 시 마스크 착용 후 인근 보건소 선 진료 소로 방문 하다 시기 바라다,6
관내 영등포 번 확 진자 방문 동선 안내 헤라 방 도림로 상세 정보 구로 구청 홈페이지 블로그 참고 바라다,4
코로나 구민 확 진자 남성 대학생 프랑스 귀국 여의동 발생 구청 홈페이지 확인 바라다,4
코로나 확 진자 발생 사당동 상세 내용 동작구 홈페이지 확인 하다 시기 바라다,5
도봉구 번 확 진자 산후조리원 근무 발생 관련 밀접 접촉 명 검사 결과 전원 음성 판정 나오다 음 알다 드리다 예방 칙 준수 하다 시기 바라다,4
번 동선 공개 상세 내용 홈페이지 확인 바라다 낙성대동 티라노 커피숍 이용자 시 시 증상 의심 시 보건소 연락 바라다,6
관내 번 확 진자 동선 공개 자세하다 정보 구로 구청 블로그 홈페이지 참고 바라다,4
세븐 방 추가 검사 자명 명 음성 명 양성 확진 판정 휘경동 세 남 입원 완료 소독 예정 상세 동선 홈페이지 참조 시기 바라다,4
화 코로나 확 진자 추가 발생 마천동 격리 방역 조치 완료 자세하다 내용 홈페이지 참고 하다 바라다,4
수도권 코로나 집단 감염 발생 종교 행사 자제 요망 공적 마스크 약국 판매 확인 정보 문자 신청,2
관내 번 확 진자 공덕동 망원동 동선 공개 자세하다 정보 블로그 홈페이지 참고 바라다,4
금일 동작구 확 진자 발생 대방동 거주 상세 내용 홈페이지 확인 하다 시기 바라다,4
구로구 콜센터 관련 양천구 확 진자 발생 동선 안내 양천구 블로그 참조,0
코로나 확 진자 번 회사 동료 동선 공개 자세하다 사항 홈페이지 블로그 확인 바라다,4
코로나 구민 확 진자 여성 대학생 네덜란드 귀국 당산동 발생 구청 홈페이지 확인 바라다,4
코로나 확 진자 명 후암동 추가 발생 역학 조사 진행중 자세하다 사항 용산 구청 홈페이지 블로그 참고 바라다,5
금일 코로나 확 진자 발생 대방동 거주 상세 내용 동작구 홈페이지 확인 하다 시기 바라다,4
코로나 구민 확 진자 여성 스페인 모로코 여행 영등포동 발생 구청 홈페이지 확인 바라다,4
관내 확진 환자 명 발생 성북구 번 번 역학 조사 결과 이동 경로 조치 사항 홈페이지 블로그 게시 하다,4
코로나 확 진자 추가 동선 공개 자세하다 사항 관악구 홈페이지 블로그 확인 바라다,4
오늘 경 수락산 봉 부 능선 화재 발생 지역 우회 하다 주시 인근 주민 안전 사고 발생 유의 바라다,1
수락산 산불 차 진화 완료 잔불 완전 진화 최선 하다,4
코로나 광진구 확 진자 발생 동지점 방역 폐쇄 조치 상세 내용 홈페이지 정보 문자 신청,2
금일 시 서울 지역 강풍 경보 발효 간판 부착물 점검 고정 하다 사장 위험 지역 접근 야외 활동 최대한 자제 하다 바라다,4
확 진자 발생 사당동 대다 유럽 입국 상세 내용 홈페이지 확인 외국 입국 접촉 삼가다 바라다,4
구로구 콜센터 관련 양천구 확 진자 번 발생 안내 양천구청 블로그 참조,0
금일 시 서울 지역 강풍 경보 발효 창문 간판 옥상 조형 물 사장 가림 막 고정 사장 위험 지역 접근 야외 활동 자제 하다 바라다,4
코로나 확 진자 신원동 발생 성남시 은혜 강 교회 참석 사회 거리 두기 캠페인 동참 바람,4
정정 확 진자 신원동 발생 성남시 은혜 강 교회 참석 사회 거리 두기 캠페인 동참 바람,4
성동구 확 진자 발생 금호 가동 거주 세 귀국 유럽 출장 자택 확진 방역 완료 확인,4
구로구 콜센터 관련 강서구 확 진자 번 발생 안내 주거지 방역 완료 블로그 참조 바라다,0
코로나 확 진자 역학 조사 결과 동선 공개 상세 내용 홈페이지 확인 바라다,4
코로나 확 진자 후암동 발생 역학 조사 자세하다 정보 홈페이지 블로그 참고 바라다,4
목 코로나 확 진자 명 추가 발생 오금동 격리 방역 조치 완료 자세하다 내용 홈페이지 참고 해주다 바라다,4
관내 번 확 진자 추가 발생 번 가족 상세 정보 블로그 홈페이지 확인 바라다,0
코로나 확 진자 신원동 동선 공개 상세 내용 관악구 홈페이지 블로그 참고 바라다,5
동작구 확 진자 발생 신대방동 격리 이동 동선 없다 상세 내용 홈페이지 확인 바라다,4
목 코로나 확 진자 추가 발생 위 례동 격리 방역 조치 완료 자세하다 내용 홈페이지 참고 하다 바라다,4
코로나 구민 확 진자 발생 구청 홈페이지 확인 바라다,4
동작구 번 대방동 흑석동 확 진자 발생 상세 내용 홈페이지 확인 하다 시기 바라다,5
관내 번 확 진자 구로동 거주 발생 이동 경로 상세 정보 구로 구청 홈페이지 블로그 추후 공개 예정 참고 바라다,4
코로나 구민 확 진자 남성 필리핀 귀국 당산동 발생 구청 홈페이지 확인 바라다,4
금 번 확 진자 발생 중화동 세 남 가족 밀접 접촉 자가 격리 입원 조치 거주지 사업 방역 완료 세부 동선 홈페이지 공개,7
금 확 진자 발생 옥수 동거 줄다 귀국 직장 미국 자택 머무르다 방역 완료,4
금일 코로나 확 진자 명 역촌동 추가 발생 방역 소독 완료 이동 동선 추후 홈페이지 공개 멈추다 거리 두기 동참 부탁 하다,4
관내 번 확 진자 구로동 거주 동선 공개 기존 자가 격리 대상자 특정 이동 경로 없다 음 알다 드리다,7
강서구 번 강서 번 확 진자 자녀 발생 안내 접촉 없다 주거지 방역 완료 블로그 참조 바라다,4
관내 번 확 진자 돈암동 거주 발생 기존 자가 격리 대상자 특정 이동 경로 없다 음 알다 드리다,7
확 진자 은천동 콜센터 직원 발생 추후 홈페이지 게시 예정 사회 거리 두기 캠페인 동참 바라다,4
금 코로나 확 진자 명 추가 발생 강일동 고덕동 확 진자 격리 방역 완료 자세하다 사항 공식 블로그 홈페이지 참고 바라다,4
광진구 확 진자 발생 안내 광진구 내 접촉 이동 경로 없다 정보 확인 코로나 문자 신청,4
확 진자 은천동 구로 콜센터 직원 역학 조사 결과 공개 상세 내용 홈페이지 블로그 참고 바라다,4
코로나 구민 확 진자 남성 독일 귀국 신길동 발생 자세하다 사항 구청 홈페이지 확인 바라다,4
토 성동구 확 진자 발생 옥수동 남 확 진자 가족 병원 이송 자택 방역 완료 확인가능,5
토 성동구 확 진자 발생 관련 확인 하다 바라다,4
코로나 확 진자 여성 필리핀 귀국 가양동 발생 주거지 방역 완료 블로그 참조 바라다,4
토 번 확 진자 발생 신내동 세 남 가족 밀접 접촉 자가 격리 입원 조치 거주지 사업 방역 완료 세부 동선 홈페이지 공개,7
토 번 확 진자 발생 중화동 세 남 가족 밀접 접촉 자가 격리 입원 조치 거주지 사업 방역 완료 세부 동선 홈페이지 공개,7
교회 요양 병원 콜센터 집단 시설 감염 확산 되다 예배 다중 이용 시설 방문 외출 모임 사회 거리 두기 실천 당부 드리다,1
코로나 서대문구 번 연희동 해외 입국 연희동 연희동 해외 입국 확 진자 추가 발생 상세 내용 추후 홈페이지 공개 예정 이다,4
코로나 중랑구 번 확 진자 대한 역학 조사 결과 통보 되다 따르다 도봉구 이동 경로 대응조치 사항 도봉 구청 홈페이지 공지 하다 참고 바라다,4
코로나 확 진자 동선 공개 자세하다 내용 서대문구 홈페이지 확인 바라다,5
코로나 감염 예방 위해 예배 법회 종교시설 행사 집단 시설 이용 자제 외출 모임 자제 통한 사회 거리 두기 실천 당부 드리다,1
번 확 진자 발생 방학동 만세 스페인 여행객 사실 차 역학 사결 홈페이지 공지 오니 참고 바라다,4
코로나 확 진자 여성 미국 귀국 우장산동 발생 주거지 방역 완료 블로그 참조 바라다,4
해외 귀국 성북구 거주 입국 강북 병원 코로나 확진 판정 국립의료원 이송 완료 하다 동선 역학 조사 후 홈페이지 공개 예정 이다,5
지역 확 진자 성동 구내 동선 알림 토시 성수동 일대 의류 점 커피점 음식점 방문 방역 완료 세부 사항 확인,4
관내 번 확 진자 성북동 거주 발생 해외 귀국 입국 부모님 댁 종로구 자가 격리 별도 이동 경로 없다 음 알다 드리다,7
코로나 서대문구 확 진자 명 추가 발생 상세 내용 서대문구 홈페이지 블로그 확인 바라다,5
코로나 구민 확 진자 여성 미국 귀국 여의동 발생 자세하다 사항 구청 홈페이지 확인 바라다,4
금일 코로나 확 진자 명 역촌동 번 확 진자 가족 추가 발생 자가 격리 확진 격리 병원 이송 멈추다 거리 두기 동참 부탁 하다,7
종로구 확 진자 발생 명륜 해외 귀국 후 격리 병원 이송 조치 동선 역학 조사 진행 중이 자세하다 사항 추후 홈페이지 게시 예정,5
코로나 구민 확 진자 남성 여의동 발생 자세하다 사항 구청 홈페이지 확인 바라다,4
화토 신내동 인디고 방 이용자 사전 연락 중랑구 선 진료 소 방문 요망 밀집 장소 이용 자제,6
코로나 확 진자 이촌동 발생 역학 조사 진행중 자세하다 정보 홈페이지 참고 바라다,5
타 확 진자 남성 강서 구내 동선 안내 사무실 방역 완료 강서구 블로그 참조 바라다,0
입국 미국 유학생 양성 확진 이후 미국 입국 주민 주간 자가 격리 해주시 유증 시 강남 보건소 검사 바라다,7
금일 동작구 확 진자 발생 흑석동 거주 상세 내용 홈페이지 확인 하다 시기 바라다,4
코로나 확 진자 추가 발생 천호동 확 진자 격리 방역 완료 하다 자세하다 사항 공식 블로그 홈페이지 참고 바라다,4
이후 미국 입국 주민 주간 자율 자가 격리 해주시 유증 시 검사 바라다 장문 문자 서비스 신청,7
종로구 확 진자 발생 번 확 진자 가족 격리 병원 이송 조치 이동 동선 자세하다 사항 추후 종로구 홈페이지 게시 하다,5
화 번 확 진자 발생 창동 영국 교환학생 사실 차 역학 조사 결과 홈페이지 공지 하다 참고 하다 바라다,4
화 코로나 확 진자 추가 발생 잠실동 격리 방역 역학 조사 완료 자세하다 내용 홈페이지 참고 해주다 바라다,4
강서구 번 확 진자 강서 번번 가족 발생 접촉 없다 방역 완료 블로그 참조 바라다,4
화 번 확 진자 발생 면목 본동 세 가족 자가 격리 확 진자 입원 조치 거주지 방역 완료 세부 동선 홈페이지 공개,7
화 번 확 진자 발생 묵동 세 남 밀접 접촉 자가 격리 입원 조치 거주지 사업 방역 완료 세부 동선 홈페이지 공개,7
